,vcc,sf,bw,pwr,cr,t_est,t_meas,i_q,i_tx
0,3300.0,7,125,-3,5,4.1216e-05,36.62,6.362542904070676,20.266344740286037
1,3300.0,7,125,-2,5,4.1216e-05,36.66,8.85899111674852,20.86195291499444
2,3300.0,7,125,-1,5,4.1216e-05,36.64,8.87029442348573,21.5523440749694
3,3300.0,7,125,0,5,4.1216e-05,36.63,8.937616127273401,23.338438047409372
4,3300.0,7,125,1,5,4.1216e-05,36.65,8.77560137116285,24.4353803404701
5,3300.0,7,125,2,5,4.1216e-05,36.67,8.741716037335056,25.4960154129837
6,3300.0,7,125,3,5,4.1216e-05,36.68,8.886803401922615,26.785719791705365
7,3300.0,7,125,4,5,4.1216e-05,36.66,8.895209055634698,28.264888606974274
8,3300.0,7,125,5,5,4.1216e-05,36.64,8.83674073978795,29.942702823699197
9,3300.0,7,125,6,5,4.1216e-05,36.7,9.00041749646018,31.831696661289737
10,3300.0,7,125,7,5,4.1216e-05,36.67,8.87710311881475,34.01585097322291
11,3300.0,7,125,8,5,4.1216e-05,36.71,8.997067770012578,36.3479097707466
12,3300.0,7,125,9,5,4.1216e-05,36.74,9.005652956728026,39.05645991729185
13,3300.0,7,125,10,5,4.1216e-05,36.78,8.998041070696146,41.91078143212583
14,3300.0,7,125,11,5,4.1216e-05,36.8,8.942461255790185,44.55279974160178
15,3300.0,7,125,12,5,4.1216e-05,36.74,8.927297683793295,46.876689986241935
16,3300.0,7,125,13,5,4.1216e-05,36.75,8.850047213706702,48.10492523574547
17,3300.0,7,125,14,5,4.1216e-05,36.74,8.595026329576822,48.74212994708326
18,3300.0,7,125,15,5,4.1216e-05,36.78,8.920325211190471,48.91882468923662
19,3300.0,7,250,-3,5,2.0608e-05,18.53,8.554885220838218,20.35383685003783
20,3300.0,7,250,-2,5,2.0608e-05,18.59,9.328085836581831,20.996892291344945
21,3300.0,7,250,-1,5,2.0608e-05,18.58,9.36889474309728,21.66099012833411
22,3300.0,7,250,0,5,2.0608e-05,18.57,9.525211943782365,23.45074825317095
23,3300.0,7,250,1,5,2.0608e-05,18.59,9.582296441161986,24.51010754739904
24,3300.0,7,250,2,5,2.0608e-05,18.65,9.453810977408867,25.54549357066876
25,3300.0,7,250,3,5,2.0608e-05,18.59,9.57685167743179,26.850726217688145
26,3300.0,7,250,4,5,2.0608e-05,18.63,9.526173593293978,28.260004717874242
27,3300.0,7,250,5,5,2.0608e-05,18.62,9.409097364796182,29.917253925408502
28,3300.0,7,250,6,5,2.0608e-05,18.68,9.09776283923836,31.73646771775447
29,3300.0,7,250,7,5,2.0608e-05,18.63,9.367426529053713,33.892539346665245
30,3300.0,7,250,8,5,2.0608e-05,18.66,9.50657346372217,36.18635196723581
