,vcc,sf,bw,pwr,cr,t_est,t_meas,i_q,i_tx
0,3300.0,7,125,-3,5,4.1216e-05,36.62,6.355686250422246,20.168948694642076
1,3300.0,7,125,-2,5,4.1216e-05,36.63,8.865074906181082,20.77732554957232
2,3300.0,7,125,-1,5,4.1216e-05,36.66,8.878344114150675,21.449612228178168
3,3300.0,7,125,0,5,4.1216e-05,36.69,9.018633809985042,23.162015163692597
4,3300.0,7,125,1,5,4.1216e-05,36.62,8.945537760931796,24.275932822625627
5,3300.0,7,125,2,5,4.1216e-05,36.62,9.006382323070858,25.38133762832042
6,3300.0,7,125,3,5,4.1216e-05,36.67,8.992908596654171,26.622307434493568
7,3300.0,7,125,4,5,4.1216e-05,36.67,9.004890000167386,28.06587228962302
8,3300.0,7,125,5,5,4.1216e-05,36.65,9.016743200439702,29.759414968929953
9,3300.0,7,125,6,5,4.1216e-05,36.67,9.007643246983152,31.625171604012696
10,3300.0,7,125,7,5,4.1216e-05,36.79,8.929941917434986,33.574171190283586
11,3300.0,7,125,8,5,4.1216e-05,36.71,8.99406701631356,35.90401372082183
12,3300.0,7,125,9,5,4.1216e-05,36.77,8.996063867445269,38.5267283497081
13,3300.0,7,125,10,5,4.1216e-05,36.72,8.906553043107404,41.35135961535479
14,3300.0,7,125,11,5,4.1216e-05,36.7,8.86297658167137,44.024635712985116
15,3300.0,7,125,12,5,4.1216e-05,36.78,8.92199853510811,46.23864159299345
16,3300.0,7,125,13,5,4.1216e-05,36.77,8.91282015659662,47.617915792476744
17,3300.0,7,125,14,5,4.1216e-05,36.74,8.919016864392882,48.34438545360884
18,3300.0,7,125,15,5,4.1216e-05,36.73,8.9255932342277,48.66844859667543
19,3300.0,7,250,-3,5,2.0608e-05,18.58,8.661265522241893,20.203666266473682
20,3300.0,7,250,-2,5,2.0608e-05,18.59,9.468382304619956,20.872124442370872
21,3300.0,7,250,-1,5,2.0608e-05,18.56,9.399540229768036,21.534987945718964
22,3300.0,7,250,0,5,2.0608e-05,18.57,9.538047095353189,23.29470811615748
23,3300.0,7,250,1,5,2.0608e-05,18.59,9.518283677939465,24.307415594608386
24,3300.0,7,250,2,5,2.0608e-05,18.57,9.405702058149753,25.408632637841574
25,3300.0,7,250,3,5,2.0608e-05,18.66,9.15883542448484,26.59492634240168
26,3300.0,7,250,4,5,2.0608e-05,18.61,9.439086293260322,28.055379038584306
27,3300.0,7,250,5,5,2.0608e-05,18.64,9.460501543699495,29.66784152528044
28,3300.0,7,250,6,5,2.0608e-05,18.61,9.507178153372646,31.516728390891416
29,3300.0,7,250,7,5,2.0608e-05,18.66,9.391939484524125,33.52705870178918
30,3300.0,7,250,8,5,2.0608e-05,18.64,9.49531958699381,35.78066061904304
31,3300.0,7,250,9,5,2.0608e-05,18.67,9.570643129262743,38.362727069474445
32,3300.0,7,250,10,5,2.0608e-05,18.72,9.391651929870447,41.02018304017859
33,3300.0,7,250,11,5,2.0608e-05,18.71,9.313276242523438,43.66263525231699
34,3300.0,7,250,12,5,2.0608e-05,18.68,9.454449612423458,46.000775963186854
35,3300.0,7,250,13,5,2.0608e-05,18.69,9.51514352756611,47.24928680038324
36,3300.0,7,250,14,5,2.0608e-05,18.7,9.438854577542175,47.98894936279801
37,3300.0,7,250,15,5,2.0608e-05,18.72,9.488863545921511,48.22289320906626
38,3300.0,7,500,-3,5,1.0304e-05,9.55,9.338678332117524,20.401558108598266
39,3300.0,7,500,-2,5,1.0304e-05,9.57,9.693326355796195,21.043416929731162
40,3300.0,7,500,-1,5,1.0304e-05,9.55,9.75430708857764,21.700289624254427
41,3300.0,7,500,0,5,1.0304e-05,9.53,9.804868160674427,23.419646273632722
42,3300.0,7,500,1,5,1.0304e-05,9.61,9.792930237010424,24.335868207847497
43,3300.0,7,500,2,5,1.0304e-05,9.63,9.806928364745415,25.326962772031887
44,3300.0,7,500,3,5,1.0304e-05,9.57,9.796136600270641,26.64632363842114
45,3300.0,7,500,4,5,1.0304e-05,9.59,9.797673594467454,28.015503311532132
46,3300.0,7,500,5,5,1.0304e-05,9.68,9.785878247445245,29.373048065349842
47,3300.0,7,500,6,5,1.0304e-05,9.62,9.79952843823173,31.310980414554436
48,3300.0,7,500,7,5,1.0304e-05,9.68,9.789347879727382,33.10614466995511
