,vcc,sf,bw,pwr,cr,t_est,t_meas,i_q,i_tx
0,3300.0,7,125,-3,5,4.1216e-05,36.61,6.260437587815721,20.22188562601544
1,3300.0,7,125,-2,5,4.1216e-05,36.62,6.199052031961466,20.879607987686626
2,3300.0,7,125,-1,5,4.1216e-05,36.66,6.885593078748043,21.568656721882455
3,3300.0,7,125,0,5,4.1216e-05,36.62,7.145470593260563,23.511073329705756
4,3300.0,7,125,1,5,4.1216e-05,36.68,7.046786717807751,24.657894045567158
5,3300.0,7,125,2,5,4.1216e-05,36.72,7.139448192848082,25.804851654805255
6,3300.0,7,125,3,5,4.1216e-05,36.7,7.176262276083707,27.157584855076784
7,3300.0,7,125,4,5,4.1216e-05,36.7,6.842057570691153,28.733826911358296
8,3300.0,7,125,5,5,4.1216e-05,36.71,7.198208451131423,30.425924450264105
9,3300.0,7,125,6,5,4.1216e-05,36.67,7.040180650356645,32.41754249442928
10,3300.0,7,125,7,5,4.1216e-05,36.71,7.2036340602272135,34.57056054461413
11,3300.0,7,125,8,5,4.1216e-05,36.7,7.263951359615356,36.88287788716324
12,3300.0,7,125,9,5,4.1216e-05,36.74,7.17873879120221,39.47165633769508
13,3300.0,7,125,10,5,4.1216e-05,36.71,6.914245686324108,42.19852599631452
14,3300.0,7,125,11,5,4.1216e-05,36.76,6.921475564951412,44.572497770839675
15,3300.0,7,125,12,5,4.1216e-05,36.75,7.111287613746613,46.6330154753147
16,3300.0,7,125,13,5,4.1216e-05,36.74,7.058649988371725,47.771925687541184
17,3300.0,7,125,14,5,4.1216e-05,36.74,7.117535563193267,48.290022824834246
18,3300.0,7,125,15,5,4.1216e-05,36.88,7.187309371005453,48.3341915203427
19,3300.0,7,250,-3,5,2.0608e-05,18.58,6.81289762957117,20.23571300638847
20,3300.0,7,250,-2,5,2.0608e-05,18.55,7.281193632789104,21.004384656504325
21,3300.0,7,250,-1,5,2.0608e-05,18.71,7.8292821372480015,21.59773619088357
22,3300.0,7,250,0,5,2.0608e-05,18.61,7.993494635955022,23.530451777731223
23,3300.0,7,250,1,5,2.0608e-05,18.69,7.750162444410675,24.641382295275438
24,3300.0,7,250,2,5,2.0608e-05,18.67,7.878324758479474,25.775486496851478
25,3300.0,7,250,3,5,2.0608e-05,18.64,6.510724930158473,27.12686461299022
26,3300.0,7,250,4,5,2.0608e-05,18.61,7.875233403283425,28.690355562021196
27,3300.0,7,250,5,5,2.0608e-05,18.66,7.812309256688437,30.32214677571475
28,3300.0,7,250,6,5,2.0608e-05,18.74,7.995920423726006,32.15379570458608
29,3300.0,7,250,7,5,2.0608e-05,18.66,7.938270065038246,34.37206844006183
30,3300.0,7,250,8,5,2.0608e-05,18.73,7.98091946824177,36.580587546638924
31,3300.0,7,250,9,5,2.0608e-05,18.66,8.050964825692482,39.256604367840986
32,3300.0,7,250,10,5,2.0608e-05,18.7,7.84853574529428,41.81926604030311
33,3300.0,7,250,11,5,2.0608e-05,18.69,7.737361142654146,44.24196245790527
34,3300.0,7,250,12,5,2.0608e-05,18.78,7.902849215321195,46.069800751496274
35,3300.0,7,250,13,5,2.0608e-05,18.72,7.869751278785571,47.26648124451129
36,3300.0,7,250,14,5,2.0608e-05,18.72,7.738637557047608,47.84018015898106
